MD5,pdfsize,metadata size,pages,xref length,title characters,isEncrypted,embedded files,images,contains text,header,obj,endobj,stream,endstream,xref,trailer,startxref,pageno,Encrypt,ObjStm,JS,JavaScript,AA,OpenAction,AcroForm,JBIG2Decode,RichMedia,Launch,EmbeddedFile,XFA,URI,Colors,JS_Obfuscated,JavaScript_Obfuscated,AA_Obfuscated,OpenAction_Obfuscated,AcroForm_Obfuscated,JBIG2Decode_Obfuscated,RichMedia_Obfuscated,Launch_Obfuscated,EmbeddedFile_Obfuscated,XFA_Obfuscated,pageno_Obfuscated,%EOF,/Producer,/ProcSet,/ID,/S,/CreationDate,/Font,/XObject,/Widget,/FontDescriptor,/Rect,/ModDate,/Info,/XML,dict_start,dict_end,comments
8cbd4334a7c82b8bc6f0e7c8d6e5be17,279,362,6,4832,16,0,0,0,Yes,%PDF-1.7,844,844,285,285,0,0,2,0,20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,232,2,281,1,237,232,0,17,0,1,2,2,1218,1217,286
bac8856a478379adcf19b0ad138b4595,80,411,2,537,31,0,0,0,Yes,%PDF-1.7,64,64,58,58,0,0,3,0,12,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,14,3,36,0,6,12,0,0,0,0,3,1,95,96,123
87a61df68d3624b1cd9eac65c4ed419d,61,262,1,21,0,0,0,0,No,%PDF-1.2,6,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,4,1,1,2,0,0,0,0,1,0,10,11,97
057c96a49c81ff5689ee582936cc9e14,365,392,2,2852,29,0,0,0,Yes,%PDF-1.7,1030,1030,40,40,6,6,4,0,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,7,1854,3,79,0,898,16,898,3,6,3,1952,1950,82
f355f83633ef770995685fd51ed5ddcf,43,229,18,74,0,0,0,0,Yes,%PDF-1.1,73,73,20,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,1,20,1,7,1,26,0,0,0,0,0,1,0,110,110,77
992f6dd7d64c98dc2c3211af1b76f6d6,117,399,3,1622,36,0,0,0,Yes,%PDF-1.7,106,106,99,99,0,0,3,0,23,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,45,3,65,0,19,42,0,0,0,0,3,1,182,182,177
05c51092f44bf4f592de6ade7fe4b36f,51,283,1,87,0,0,0,0,Yes,%PDF-1.5,28,28,6,6,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,3,34,1,21,2,0,6,6,1,3,0,43,43,71
bf27c35b1528c97e57a5aa705ae534ea,61,226,3,234,0,0,0,0,Yes,%PDF-1.7,74,74,36,36,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,10,1,53,1,61,10,0,12,0,1,1,1,100,99,92
e42c35080d811fe8b04da4242908b5c6,75,226,4,318,0,0,0,0,Yes,%PDF-1.7,81,81,40,40,2,2,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,14,1,63,1,53,14,0,10,0,1,1,1,119,118,111
ded5086d7cdce15bd56fdf46dcecd391,143,295,2,269,1,0,0,0,Yes,%PDF-1.4,69,69,36,36,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,1,50,1,66,13,0,16,0,1,1,1,86,85,189
4c115e8c95244c77e8efeab189b83777,151,297,1,161,1,0,0,0,Yes,%PDF-1.4,43,43,23,23,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,28,1,34,4,0,8,0,1,1,1,55,54,223
1be230dbbc1af9794732b8d19dbe0ebb,110,351,53,203,50,0,0,0,Yes,%PDF-1.4,202,202,66,66,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,2,1,53,1,26,1,113,0,0,14,0,1,1,1,314,312,166
f8a91a3932894737ead50abfd6282a32,186,265,3,27,0,0,0,0,No,%PDF-1.2,12,12,6,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,3,0,6,1,3,6,0,0,0,0,1,0,23,22,261
8694ff88089bbfb3be128637a21ce2df,163,344,4,171,50,0,0,0,Yes,%PDF-1.5,124,124,118,118,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,66,0,0,61,0,0,0,0,2,1,127,127,275
9b5a99ab0264baaff02d64f142abff3a,138,367,2,1496,15,0,0,0,Yes,%PDF-1.7,187,187,180,180,0,0,4,0,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,129,4,156,0,59,128,0,0,0,0,4,3,390,393,163
84886e7a44cd4b95a71cb69c78bf7800,85,376,2,599,29,0,0,0,Yes,%PDF-1.7,125,125,119,119,0,0,3,0,12,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,77,3,96,0,27,75,0,0,0,0,3,1,239,240,94
097c676b1e619c696a35e6c06008e6ae,152,362,3,2319,29,0,0,0,Yes,%PDF-1.7,262,262,257,257,0,0,4,0,42,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,192,4,220,0,64,193,0,0,0,0,4,4,530,534,147
6636ba2ba48b4f08e08269bec5e0a004,87,432,2,711,41,0,0,0,Yes,%PDF-1.7,73,73,67,67,0,0,3,0,13,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,26,3,47,0,10,24,0,0,0,0,3,1,119,120,118
8eb013c2a93d0b6ad6fb478ef1bff076,208,406,2,2514,29,0,0,0,Yes,%PDF-1.7,278,278,272,272,0,0,3,0,30,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,214,3,237,0,108,212,0,0,0,0,3,1,612,614,240
aae97ffbbae526530dada9f455f4243b,130,408,2,1352,33,0,0,0,Yes,%PDF-1.7,143,143,137,137,0,0,3,0,18,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,89,3,109,0,31,87,0,0,0,0,3,1,276,275,172
722c7b34b960d855de3481c4db0ea027,173,407,7,2564,27,0,0,0,Yes,%PDF-1.7,89,89,78,78,0,0,3,0,36,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,11,3,37,0,11,4,0,0,0,0,3,1,121,123,298
309a587ac290d9b11f8182f557f1f999,111,432,2,693,41,0,0,0,Yes,%PDF-1.7,213,213,51,51,4,4,3,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,26,4,261,2,77,24,92,14,92,2,3,2,381,383,67
2a4169f3e2a28a5bd37d5ca3c2e57eef,128,332,6,618,18,0,0,0,Yes,%PDF-1.7,77,77,67,67,0,0,3,0,16,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,27,3,48,0,13,21,0,0,0,0,3,1,128,128,210
1d9e9b3c744ec1fbbdce41092ca89c83,144,351,4,123,57,0,0,0,Yes,%PDF-1.5,86,86,80,80,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,40,0,0,34,0,0,0,0,2,1,91,91,252
758cf48517dcebb29d91659854a9ca76,79,305,4,606,6,0,0,0,Yes,%PDF-1.4,110,110,75,75,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,4,1,79,1,50,48,0,10,1,1,1,1,132,133,108
9b17a6d3ca823617cdb61226dd94b8eb,94,359,2,710,13,0,0,0,Yes,%PDF-1.7,86,86,80,80,0,0,3,0,13,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,29,3,53,0,11,27,0,0,0,0,3,1,137,137,149
011d1c90a2cdad27e5714ab1147d3e09,352,414,46,202,29,0,0,0,Yes,%PDF-1.2,201,201,57,57,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,1,1,46,1,49,1,97,6,0,20,0,0,1,0,233,241,475
9802574df7289ab718dfee36fc2ca5e0,143,350,4,918,13,0,0,0,Yes,%PDF-1.7,246,246,68,68,4,4,3,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2,31,4,330,2,136,27,115,26,115,2,3,2,444,443,101
9b7618f4a3649995ab85694cf08650af,225,370,5,3168,16,0,0,0,Yes,%PDF-1.7,215,215,205,205,0,0,4,0,44,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,116,4,146,0,42,111,0,0,0,0,4,2,389,387,323
72ca0dd58e2994c03d521f71e87a4d2b,73,226,4,320,0,0,0,0,Yes,%PDF-1.7,81,81,40,40,2,2,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,14,1,59,1,53,14,0,10,0,1,1,1,116,115,101
e7005b671ed61a09fb92f89a1eb69918,235,305,5,688,6,0,0,0,Yes,%PDF-1.4,132,132,77,77,2,2,2,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,5,1,94,1,117,38,0,24,1,1,1,1,164,164,365
518d366e80630c4dc6978da0d1bacf7b,174,399,1,182,23,0,0,0,Yes,%PDF-1.5,98,98,32,32,2,2,1,0,3,2,3,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8,2,92,1,35,9,13,10,13,2,2,1,135,138,283
463487a9fd51407c7513474e869c7e8b,77,283,1,33,0,0,0,0,No,%PDF-1.7,32,32,20,20,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,1,31,1,3,2,0,0,0,1,1,1,45,73,102
f5bb8f9ef3ffb53fd63757a4107f2347,77,262,1,21,0,0,0,0,No,%PDF-1.2,6,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,1,1,2,0,0,0,0,1,0,10,10,124
1f40eb71b0dccd62416f0cf17e5df477,167,226,2,92,0,0,0,0,Yes,%PDF-1.7,91,91,20,20,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,1,69,1,11,5,0,0,0,1,1,1,105,105,286
fd0aa2b1665dc3f98f9e56a89ed7fd83,75,369,2,430,72,0,0,0,Yes,%PDF-1.4,80,80,49,49,2,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,1,55,1,62,26,0,14,0,1,1,1,93,93,87
743608f151a1ba0d36862baa18d62481,234,401,6,174,29,0,0,0,Yes,%PDF-1.6,173,173,75,75,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,1,60,1,148,1,82,54,56,12,56,1,1,1,359,363,361
634bc58354f3208ea9513ff6d3e6b9de,140,425,4,1284,36,0,0,0,Yes,%PDF-1.7,106,106,98,98,0,0,3,0,20,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,46,3,68,0,18,42,0,0,0,0,3,1,180,184,226
44b629cfbe789cfd7570307d49016a43,66,364,1,271,16,0,0,0,Yes,%PDF-1.7,67,67,62,62,0,0,3,0,8,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,19,3,43,0,7,18,0,0,0,0,3,1,104,104,97
7bc0a399e20022f439c9833871bac7fd,302,385,4,1798,27,0,0,0,Yes,%PDF-1.6,1803,1803,59,59,4,4,4,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,31,51,1775,3,72,27,354,14,354,3,3,3,2624,2624,83
eb2490b9115962d1f9c60a4f99e727de,107,374,2,1017,36,0,0,0,Yes,%PDF-1.7,79,79,72,72,0,0,5,0,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,21,5,50,0,15,20,0,0,0,0,5,4,135,131,147
09b7cba16a5da00feef0f9667bfccdcd,43,579,5,253,95,0,0,0,Yes,%PDF-1.6,42,42,15,15,2,2,2,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,5,1,39,1,44,0,0,10,1,1,1,1,64,64,55
c292f3df4557d1fec15dae9b6ed9d794,68,380,1,462,29,0,0,0,Yes,%PDF-1.7,92,92,87,87,0,0,3,0,9,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,49,3,69,0,17,48,0,0,0,0,3,1,168,170,86
ebb41071ab9d70793b090c82df40e00f,359,375,2,2547,29,0,0,0,Yes,%PDF-1.7,1038,1038,41,41,6,6,4,0,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,3,2,7,1878,3,78,0,906,16,906,3,6,3,1968,1965,87
bc164984758b11fe9b7eacc13578eacf,201,343,3,169,49,0,0,0,Yes,%PDF-1.5,118,118,113,113,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,62,0,0,56,0,0,0,0,2,1,123,123,332
47bbd51a578c560c028255062e56d1d0,35,411,1,161,24,0,0,0,Yes,%PDF-1.4,88,88,34,34,2,2,1,0,3,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,15,2,80,1,32,14,14,10,14,1,2,1,123,123,27
fe864a9f94377bcd7b977806c9ff38d7,187,355,4,2629,16,0,0,0,Yes,%PDF-1.7,165,165,157,157,0,0,3,0,33,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,85,3,113,0,31,81,0,0,0,0,3,1,291,296,290
1da08f438d4b7a2cc93499f7faac2913,26,298,1,12,0,0,0,0,No,%PDF-1.3,11,11,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,2,5,1,0,2,0,0,0,1,1,0,12,13,72
1a8e995459f55084d627b60fad03bcb7,84,305,4,590,6,0,0,0,Yes,%PDF-1.4,130,130,92,92,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,4,1,88,1,56,61,0,12,0,1,1,1,146,147,100
95c8ed24c918dece4ff3f34c329370a5,72,360,6,382,16,0,0,0,Yes,%PDF-1.7,59,59,49,49,0,0,3,0,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,6,3,39,0,6,0,0,0,0,0,3,2,95,95,98
e3019c582262d2eaefc4676fa1aed72d,124,381,6,490,18,0,0,0,Yes,%PDF-1.7,164,164,64,64,2,2,2,0,4,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,2,1,48,2,194,1,112,42,47,20,49,1,1,1,327,327,144
86966f6c65a3f01fe983fe80526ba3f5,175,456,1,300,9,0,0,0,Yes,%PDF-1.7,33,33,32,32,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,10,0,0,3,0,0,0,0,1,1,39,37,293
34b68913d4b478e7164040b5861ac622,126,429,3,2100,30,0,0,0,Yes,%PDF-1.7,103,103,96,96,0,0,3,0,28,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,39,3,60,0,15,36,0,0,0,0,3,1,171,167,172
d89640b7fb9c3ad15d27e14f30c119c0,64,532,8,601,78,0,0,0,Yes,%PDF-1.6,56,56,28,28,2,2,2,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,2,1,8,5,42,1,39,0,0,8,1,1,1,1,88,86,81
77567c6be679599dd659a53e05f8d515,78,398,2,629,16,0,0,0,Yes,%PDF-1.7,55,55,49,49,0,0,3,0,11,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,5,3,28,0,3,3,0,0,0,0,3,1,76,73,125
d0821e3ac0df0ef1bd546f6254cc4f2c,79,226,5,339,0,0,0,0,Yes,%PDF-1.7,86,86,44,44,2,2,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,18,1,66,1,54,17,0,10,0,1,1,1,127,126,110
d8d5a5ccc71a37886ae71398f0f24e6b,28,298,1,12,0,0,0,0,No,%PDF-1.3,11,11,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,2,5,1,0,2,0,0,0,1,1,0,13,12,44
443b02c4dab80327f19eb27431f94b00,104,361,8,630,18,0,0,0,Yes,%PDF-1.7,64,64,52,52,0,0,3,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,8,3,41,0,8,0,0,0,0,0,3,2,107,107,145
ad54d5c9525c18904e5a3a60a43e693c,106,426,5,640,29,0,0,0,Yes,%PDF-1.7,81,81,72,72,0,0,3,0,13,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,26,3,50,0,12,21,0,0,0,0,3,1,131,131,150
f1722cac15f7fdabd60c32f8f79e3504,163,389,2,2050,30,0,0,0,Yes,%PDF-1.7,253,253,71,71,4,4,2,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,41,4,268,2,104,39,123,18,123,2,4,2,490,488,102
d1734363e63f82cd92426398ca8d1cb2,75,226,3,547,0,0,0,0,Yes,%PDF-1.7,132,132,89,89,2,2,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,10,1,92,1,58,59,0,12,0,1,1,1,152,153,86
da0fb55523a09c6c1cb0ae4e488f92f1,46,408,1,60,46,0,0,0,Yes,%PDF-1.6,63,63,13,13,3,3,3,0,0,2,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,2,47,2,37,0,11,12,11,3,2,2,80,80,20
8e1e641530c7505e33d551b088895ab9,118,392,2,1048,19,0,0,0,Yes,%PDF-1.7,129,129,123,123,0,0,3,0,17,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,74,3,95,0,26,72,0,0,0,0,3,1,241,241,145
4dc276ec48497491d9c29f4f0eee6f7a,256,383,6,825,30,0,0,0,Yes,%PDF-1.6,828,828,261,261,3,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,2,240,2,755,2,243,191,417,10,417,2,2,2,1861,1862,83
27ebe7d742776ab5d6542e0741623482,102,283,2,37,0,0,0,0,No,%PDF-1.7,36,36,23,23,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,3,1,41,1,3,3,0,0,0,1,1,1,54,74,239
e1b8041318937c4d174f9ba8b90f2524,56,442,1,205,21,0,0,0,Yes,%PDF-1.7,32,32,28,28,0,0,3,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,3,14,1,1,2,0,0,0,1,3,2,39,40,90
cb38bb810fb7079f2409d1b73d783873,40,339,2,140,22,0,0,0,Yes,%PDF-1.4,85,85,27,27,6,6,3,0,3,1,2,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,13,8,76,3,23,2,11,6,11,3,8,3,128,128,20
61822a02e1057a1c9f9cf5d8b678e1e0,95,355,2,2063,27,0,0,0,Yes,%PDF-1.7,110,110,77,77,0,0,2,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,39,2,80,1,95,39,0,12,0,1,2,2,179,180,110
00242e2d4f3ccfc24ebc6343c842ee14,76,411,2,545,31,0,0,0,Yes,%PDF-1.7,65,65,58,58,0,0,4,0,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,15,4,41,0,7,14,0,0,0,0,4,3,103,102,88
f53ce4d999358edb848239f884e5f54c,150,398,4,1449,32,0,0,0,Yes,%PDF-1.7,123,123,114,114,0,0,4,0,24,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,49,4,74,0,19,45,0,0,0,0,4,2,210,206,231
d6671c99c801ee197b114f2307d19ca7,157,397,4,982,34,0,0,0,Yes,%PDF-1.7,126,126,118,118,0,0,3,0,16,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,61,3,87,0,23,57,0,0,0,0,3,1,221,221,249
fdbe13f714ba630ad09c98d6a5a7ca99,169,305,4,991,6,0,0,0,Yes,%PDF-1.4,186,186,134,134,2,2,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,4,1,117,1,70,83,0,14,0,1,1,1,195,197,233
daca669c5075ccdc552e65fc75b52527,74,370,2,507,27,0,0,0,Yes,%PDF-1.7,53,53,47,47,0,0,3,0,12,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,2,3,25,0,2,0,0,0,0,0,3,1,68,67,105
92387bc21c0ced92ae0243b7125e4bb3,95,283,1,37,0,0,0,0,No,%PDF-1.7,36,36,24,24,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,1,38,1,3,2,0,0,0,1,1,1,47,73,124
b590a1264fdc3adcbfba66d003bb8bb4,114,338,8,1218,19,0,0,0,Yes,%PDF-1.7,120,120,107,107,0,0,4,0,25,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,54,4,81,0,24,47,0,0,0,0,4,3,216,218,141
e37433c6961eff33f20e6e31592a09e0,154,346,34,620,45,0,0,0,Yes,%PDF-1.4,619,619,56,56,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,2,1,34,1,618,1,124,0,0,22,0,1,1,1,694,692,161
042eb24257cc34496ce7c9a71fc3a33e,144,473,4,932,31,0,0,0,Yes,%PDF-1.7,184,184,176,176,0,0,4,0,18,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,118,4,145,0,61,114,0,0,0,0,4,2,375,375,177
