MD5,pdfsize,metadata size,pages,xref length,title characters,isEncrypted,embedded files,images,contains text,header,obj,endobj,stream,endstream,xref,trailer,startxref,pageno,Encrypt,ObjStm,JS,JavaScript,AA,OpenAction,AcroForm,JBIG2Decode,RichMedia,Launch,EmbeddedFile,XFA,URI,Colors,JS_Obfuscated,JavaScript_Obfuscated,AA_Obfuscated,OpenAction_Obfuscated,AcroForm_Obfuscated,JBIG2Decode_Obfuscated,RichMedia_Obfuscated,Launch_Obfuscated,EmbeddedFile_Obfuscated,XFA_Obfuscated,pageno_Obfuscated,%EOF,/Producer,/ProcSet,/ID,/S,/CreationDate,/Font,/XObject,/Widget,/FontDescriptor,/Rect,/ModDate,/Info,/XML,dict_start,dict_end,comments
1829e78e601e845ce4cde46c031ac208,149,297,4,49,6,0,0,0,Yes,%PDF-1.4,48,48,18,18,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,4,2,34,1,15,11,0,2,0,1,1,1,65,65,211
835123ad9e88415748c0396a1de6465f,37,259,15,67,14,0,0,0,Yes,%PDF-1.2,66,66,15,15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,1,15,1,19,1,45,0,0,12,0,0,1,0,83,81,60
7d600df8696122a6c76f9e97a70948a0,39,294,19,76,0,0,0,0,Yes,%PDF-1.3,75,75,22,22,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,2,1,19,1,17,1,41,0,0,6,0,1,1,1,116,115,56
44f880ffe3217df463d6784d456a2b5e,286,367,15,78,8,1,0,0,Yes,%PDF-1.5,77,77,27,27,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,1,15,1,34,1,49,10,0,12,0,1,1,1,120,123,545
86db9a642fe867c670d5c2bd8444c5bd,73,287,16,69,8,0,0,0,Yes,%PDF-1.2,68,68,17,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,1,16,1,10,1,29,0,0,4,0,0,1,0,95,82,151
4dd67bc66bea581a86c979cff1fc5780,428,286,6,1902,0,0,0,0,Yes,%PDF-1.5,1901,1901,21,21,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,1,6,1,5787,1,67,4,0,14,0,1,1,1,1937,1937,205
c5ed5eeafeac5d608f10137e287c608d,293,504,27,593,116,0,0,0,Yes,%PDF-1.5,594,594,41,41,3,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,3,2,27,2,530,2,44,11,0,6,9,2,2,2,739,739,310
5673dfed7cb9b986c0d0f59e7e91c578,60,344,3,34,38,0,0,0,Yes,%PDF-1.4,33,33,9,9,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,3,1,25,1,32,3,0,10,0,1,1,1,45,45,73
3264df1325f16215934a35a2fdd27ac3,1308,358,180,1578,38,0,0,0,Yes,%PDF-1.5,1577,1577,208,208,2,2,2,0,0,180,180,180,1,1,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,180,0,2,1,181,1,944,1,210,35,0,9,233,1,1,1,2319,2318,1694
43716c5bc6c9ed11129eb2414d719637,215,335,11,82,8,0,0,0,Yes,%PDF-1.3,81,81,19,19,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,11,0,1,1,11,1,60,1,59,2,0,18,6,1,1,0,113,110,366
dfce324deaa957db55aae4ab41966571,537,253,24,122,0,0,0,0,Yes,%PDF-1.2,121,121,46,46,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,2,1,24,2,41,1,64,34,0,16,0,1,1,0,215,217,949
423bf026584fc9db4aa0f74f82d70463,167,283,90,288,7,0,0,0,Yes,%PDF-1.2,287,287,82,82,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,2,1,90,2,13,1,78,0,0,0,0,1,1,1,369,368,271
46e059f45a5767f9486ab4dfe52136b2,1559,335,72,421,44,0,0,0,Yes,%PDF-1.3,420,420,223,223,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,2,1,72,2,173,1,121,131,0,16,0,1,1,1,716,732,2154
e75efa3d4706eb51f0a2e637d5b0ce49,311,261,4,89,0,0,0,0,Yes,%PDF-1.0,80,79,25,25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,4,1,65,1,44,11,0,16,0,0,1,0,105,107,0
6257cd200fa4fd955238cdb6927c2616,1921,346,2,89,19,1,0,0,Yes,%PDF-1.3,88,88,46,46,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,2,79,1,26,21,0,8,0,1,1,1,100,101,3771
160299eb64b29541f1fab69a5d2f34b7,64,340,23,88,48,0,0,0,Yes,%PDF-1.4,87,87,25,25,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,2,1,23,1,13,1,47,0,0,6,0,1,1,1,136,136,110
22e72c0737fb0192b7c462ae09e95070,207,368,44,174,63,0,0,0,Yes,%PDF-1.4,173,173,52,52,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,2,1,44,1,37,1,103,0,0,18,0,1,1,1,312,309,344
b44ec479ab09c3fb9b60d532556b3ddd,246,300,9,113,9,0,0,0,Yes,%PDF-1.4,112,112,42,42,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,9,0,2,1,9,2,87,1,53,27,0,12,18,1,1,1,160,217,357
9982ca7bb68b60875d63b1ed54252339,23,249,6,41,12,0,0,0,Yes,%PDF-1.2,40,40,6,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,6,1,15,1,19,0,0,0,0,1,1,0,41,41,43
6669b1843a2ac2f4fbe723b47276a82f,74,226,23,454,0,0,0,0,Yes,%PDF-1.6,96,96,30,30,2,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,2,0,23,1,82,1,55,0,0,10,7,1,1,1,198,198,94
b166adf9e77c528e4d02907c82119827,159,314,2,184,16,0,0,0,Yes,%PDF-1.3,183,183,19,19,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,2,113,1,44,0,0,14,1,1,1,1,186,184,269
0b7c6333792ace0b48211c21a4b1cd58,637,302,45,175,0,0,0,0,Yes,%PDF-1.3,174,174,57,57,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,2,1,45,3,18,1,44,12,0,2,0,1,1,0,225,224,1023
edbb78483878c1f6d9c567d7e212e78a,45,316,8,44,27,0,0,0,Yes,%PDF-1.4,43,43,11,11,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,1,8,1,16,1,40,0,0,8,0,1,1,1,68,68,54
51a87f4798447dc82c780c4da4e7ecb8,38,299,2,25,8,0,0,0,Yes,%PDF-1.3,24,24,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,1,21,1,27,0,0,8,0,1,1,0,30,29,61
33468b1a07baab4262c8d64d0770d9e5,148,313,25,153,9,0,0,0,Yes,%PDF-1.5,152,152,50,50,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,2,1,25,1,71,1,94,0,0,22,0,1,1,1,206,206,235
0af2d98ced63a5e8eda1afd9f2f4dd3d,78,283,6,39,8,0,0,0,Yes,%PDF-1.2,38,38,7,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,6,1,13,1,22,0,0,4,0,0,1,0,48,42,142
762561421bc738e31bfa1bff05feb169,1798,252,72,296,0,0,0,0,Yes,%PDF-1.3,295,295,95,95,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,2,1,72,2,60,1,109,14,0,14,0,1,1,0,536,535,3386
7a4b866642973fa85e94784e82bfd95d,21,439,4,155,139,0,0,0,Yes,%PDF-1.4,26,26,9,9,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,4,1,25,1,28,0,0,6,0,1,1,1,44,44,21
f20d22a66de26c0cb446e7f7d25f0f91,144,267,31,107,0,0,0,0,Yes,%PDF-1.3,106,106,33,22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1,1,31,1,8,1,43,0,0,4,0,1,1,0,170,169,272
767949bfbf7a44a657baad8b9d3175c1,1174,280,14,182,5,0,0,0,Yes,%PDF-1.4,180,180,67,67,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,1,14,1,77,1,64,40,0,20,0,1,1,1,194,202,1353
a9187d1699d8e0591e59524a4d6a4693,222,351,49,1924,48,0,0,0,Yes,%PDF-1.4,245,245,70,70,2,2,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,2,1,49,1,124,1,97,0,0,12,0,1,1,1,407,407,277
514211e782e215b05eb4500ce3f9911f,354,326,14,142,29,0,0,0,Yes,%PDF-1.6,141,141,54,54,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,3,14,1,98,3,94,30,0,21,0,3,3,3,181,184,548
28793185950dbd27db30a01d24f6afc1,69,387,25,93,48,0,0,0,Yes,%PDF-1.2,92,92,25,25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,1,25,1,14,1,45,0,0,8,0,0,1,0,118,118,110
d855013ebec214d769e2c3c8d757f67a,210,308,30,124,24,0,0,0,Yes,%PDF-1.3,123,123,39,39,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,2,1,30,2,22,1,66,0,0,12,0,1,1,1,213,215,373
5744313a7c636eb579fe243818b8e78f,53,426,2,39,68,0,0,0,Yes,%PDF-1.4,39,39,16,16,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,2,22,2,36,2,0,8,0,2,2,2,49,49,72
d638f4aade52c3d25a00c9fb5d2d20d1,2898,324,48,509,14,0,0,0,Yes,%PDF-1.3,508,508,289,289,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,2,1,48,2,383,1,209,202,0,54,0,1,1,7,724,715,4931
00638127a3514ca5f2f05aef69004424,347,302,28,775,1,0,0,0,Yes,%PDF-1.6,197,197,54,54,2,2,1,0,4,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,28,0,1,1,28,2,174,1,111,5,0,19,5,1,2,1,362,354,561
9bd8deb3dd3ca4b5269969519f23b79d,167,299,18,134,11,0,0,0,Yes,%PDF-1.2,135,135,43,43,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,2,19,3,20,2,32,2,0,2,0,2,2,0,124,124,279
b2b2376386de5a5e346ca9173b397aab,2196,273,3,150,0,0,0,0,Yes,%PDF-1.3,149,149,81,81,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,3,1,155,1,135,41,0,29,0,1,1,1,196,184,4012
99ef8bbd321ea37d8d88141708d1601f,158,362,13,1114,65,0,0,0,Yes,%PDF-1.4,71,71,33,33,2,2,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,1,13,1,42,1,65,2,0,12,0,1,1,1,138,140,211
476e061d20fe1a52945256f21de1cf97,247,312,61,222,21,0,0,0,Yes,%PDF-1.3,221,221,70,70,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,2,1,61,2,25,1,97,0,0,12,0,1,1,1,406,410,386
74954ee37ea1c685a037fb381143370a,363,479,211,1643,84,0,0,0,Yes,%PDF-1.5,478,478,229,229,2,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,2,1,211,1,228,1,229,0,0,4,0,1,1,1,1335,1332,537
8093b57ba083b891f4657911de881a95,114,311,30,380,20,0,0,0,Yes,%PDF-1.4,91,91,43,43,2,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,2,1,30,1,49,1,54,0,0,6,0,1,1,1,223,224,170
2d97c8aec4660ea90a5759b745bf922f,110,372,4,56,87,0,0,0,Yes,%PDF-1.3,55,55,13,13,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,4,2,20,1,40,0,0,12,0,1,1,0,66,66,192
23f7f6c7994a1941ce7e87872ef5afc7,1192,337,32,136,47,0,0,0,Yes,%PDF-1.6,131,131,57,57,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,1,32,2,40,1,44,30,0,6,0,1,2,1,220,218,1498
9f09e5e1bbd7208aedd60948bb8f06e3,2057,283,32,181,8,0,0,0,Yes,%PDF-1.1,180,180,76,76,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,1,32,1,99,1,109,73,0,26,0,0,1,0,296,301,3121
d6e93f077d17925dc1822585890be094,34,334,5,38,44,0,0,0,Yes,%PDF-1.4,37,37,9,9,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,5,1,17,1,46,0,0,10,0,1,1,1,49,49,52
6f4165767083fd3ed72d99e1b63c836a,73,321,7,523,14,0,0,0,Yes,%PDF-1.4,52,52,19,19,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,1,7,1,36,1,73,2,0,16,0,1,1,1,87,91,96
46e45582de92a8a7ecb9b14ecc16855f,1533,273,41,241,0,0,0,0,Yes,%PDF-1.4,240,240,154,154,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,2,1,41,1,179,1,150,68,0,24,0,1,1,41,478,668,2215
35b54735b6be63b33dcf1ec93dc61af0,113,328,27,107,35,0,0,0,Yes,%PDF-1.2,106,106,29,29,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,1,27,1,25,1,57,2,0,12,0,0,1,0,136,133,133
e6203188ee468538c461049eb6657d7f,299,412,8,99,140,0,0,0,Yes,%PDF-1.2,99,99,32,32,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,2,8,2,37,2,129,7,0,22,0,2,2,0,125,128,490
3957fc82531b8994bd4dcfbf1e76c65a,1228,258,68,559,0,0,0,0,Yes,%PDF-1.4,558,558,336,336,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,2,1,284,1,705,1,143,379,0,29,0,1,1,1,1917,1917,2156
81e5f062572a0affb33d5bb1b4d86b15,38,307,1,40,8,0,0,0,Yes,%PDF-1.3,39,39,13,13,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,2,24,1,24,0,0,7,0,1,1,1,34,34,56
a263f21db4ea509f5fd9fe7884100301,623,273,15,116,0,0,0,0,Yes,%PDF-1.4,115,115,69,69,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,1,15,1,95,1,106,22,0,22,0,1,1,15,198,266,850
0f5a71e9860d07e1770008158439fe43,298,237,42,171,0,0,0,0,Yes,%PDF-1.1,170,170,51,51,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1,1,43,1,28,1,88,0,0,17,0,0,1,0,259,258,595
81cc65d373ef1cc6162e89160ac62ccd,299,301,19,113,20,0,0,0,Yes,%PDF-1.5,112,112,40,40,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,2,1,19,1,47,1,74,18,0,14,0,1,1,1,181,182,462
aa302bd07bf091ccc856f6a945efcb5d,1074,347,75,402,67,0,0,0,Yes,%PDF-1.4,415,415,120,120,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,5,4,79,5,98,4,180,11,0,34,4,4,4,4,654,654,1520
64b8d4967138fd460458029c286616e5,38,317,13,63,29,0,0,0,Yes,%PDF-1.4,62,62,15,15,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,1,13,1,20,1,61,0,0,12,0,1,1,1,90,90,59
d6e7df00240e87142daddc3705280e18,192,271,17,365,0,0,0,0,Yes,%PDF-1.6,150,150,43,43,2,2,2,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,0,2,1,17,1,112,1,93,3,0,18,7,1,1,2,231,255,354
399dcfbb8ad2d9a47ce51e709ce213b1,29,375,3,57,82,0,0,0,Yes,%PDF-1.6,49,49,7,7,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,3,1,48,1,38,2,0,8,8,1,1,1,67,67,38
9b2e555e79469e29b787e8f2f536d404,197,329,18,2455,40,0,0,0,Yes,%PDF-1.4,802,802,50,50,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,3,2,36,2,739,2,99,0,0,16,0,2,2,2,946,946,192
429fa322aeef1b0a91b44ba0cbaa89c9,154,326,5,465,27,0,0,0,Yes,%PDF-1.3,464,464,12,12,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,5,2,310,1,29,0,0,8,2,1,1,1,477,479,191
dac16a3ee645fb11426b2276dcda89b6,11,313,1,24,18,0,0,0,Yes,%PDF-1.4,23,23,10,10,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,11,1,17,0,0,4,0,1,1,1,27,27,13
c853451f610c6b404eaf5ca32916eca3,75,284,6,51,0,0,0,0,Yes,%PDF-1.2,49,49,11,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,6,3,26,1,50,0,0,16,0,1,1,1,63,62,113
898a36320f8cd2643e3bd3b51800a30b,703,348,40,3591,44,0,0,0,Yes,%PDF-1.3,3590,3590,54,54,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,40,0,2,1,40,2,2130,1,64,0,0,8,4,1,1,1,3714,3711,626
23c705b81a33c49477eede91ec510264,90,226,7,64,0,0,0,0,Yes,%PDF-1.7,63,63,25,25,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,12,1,53,1,47,11,1,12,1,1,1,1,117,113,154
80b78a483f18a76e168fb28147de6ace,51,335,2,29,8,0,0,0,Yes,%PDF-1.3,28,28,7,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,1,27,1,38,0,0,13,0,1,1,0,33,34,82
a2f5533de0c369cdc074a16e731634b0,768,439,18,136,54,0,0,0,Yes,%PDF-1.4,135,135,25,25,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,1,18,2,45,1,38,2,0,6,0,1,1,1,169,173,1393
b04ba2be8bd2edfa5b9c9ac62bfc0963,147,297,20,1421,1,0,0,0,Yes,%PDF-1.4,91,91,48,48,2,2,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,1,20,1,43,1,61,2,0,10,0,1,1,1,182,184,178
22f75d0c55532e2d07d1f0b14dade5c7,234,317,51,204,27,0,0,0,Yes,%PDF-1.4,203,203,62,62,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,2,1,51,1,42,1,146,3,0,22,0,1,1,1,332,330,410
9a23379650e176ab5d26e1b02d76973a,45,335,2,36,8,0,0,0,Yes,%PDF-1.3,35,35,10,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,1,32,1,48,0,0,16,0,1,1,0,41,40,66
683b91a7de5dcbec33e510408d6ffd43,219,339,7,80,47,0,0,0,Yes,%PDF-1.4,79,79,42,42,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,1,7,1,45,1,66,27,0,14,0,1,1,1,111,110,443
988032b057a0f732d4081f8c084d5d62,170,395,3,48,73,0,0,0,Yes,%PDF-1.3,38,38,10,10,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,2,21,2,15,3,0,0,0,2,2,1,45,45,238
b80bd3a5cce8c362a30b522d58159b9a,59,518,2,43,172,0,0,0,Yes,%PDF-1.5,42,42,18,18,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,1,32,1,42,0,0,14,0,1,1,1,49,49,97
5944a084b20f2e68480798fd4ac50519,281,673,10,97,52,0,0,0,Yes,%PDF-1.3,96,96,31,31,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,1,5,0,25,1,65,0,0,20,0,1,1,0,83,84,494
7dc8ed0d9290178f26450ec4d829fc88,36,287,4,45,19,0,0,0,Yes,%PDF-1.3,44,44,9,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,4,1,25,1,36,0,0,11,0,0,1,0,52,52,58
f99751e10939a9ca8a6656788c775b02,31,259,10,47,0,0,0,0,Yes,%PDF-1.2,46,46,11,9,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,1,10,2,10,1,25,0,0,6,0,1,1,0,68,66,46
